2	127882182
2	127882342
2	127883286
2	127883899
2	127883905
2	127884123
2	127885247
2	127885359
2	127885624
2	127885651
2	127886158
2	127886233
2	127886286
2	127886371
2	127886416
2	127886546
2	127887560
2	127887750
2	127887865
2	127887985
2	127888121
2	127888757
2	127888784
2	127889118
2	127889124
2	127889637
2	127889932
2	127890253
2	127890316
2	127890786
2	127890878
2	127891116
2	127891207
2	127891326
2	127891356
2	127891427
2	127891511
2	127891623
2	127891663
2	127891795
2	127892768
2	127892810
2	127892956
2	127893025
2	127893897
2	127894098
2	127894484
2	127894615
